neg_content,pos_attr
ะฝึกกินเบียร์แร้วววไวน์รึสปายาฟูลงมูนหลบไปป!!!,['ไปกินเถอะ']
ช้าง<mask>แล้วไงเราแดกลาวหน้าภาษี5,['คล่องด้วยครับ']
ซื้อผ้าอนามัยแบบใหม่ของโซฟีมาเย็นหีอี่<mask>ดี,['ผ้าอนามัยได้อ่อนโยน']
ตอนนี้แดกอะไรก็<mask>แดกแบล็คละ<mask>ยา,"['ที่สุด', 'ด้วยความเบาบางเนียน', 'ได้ฟิว', 'ดุดันไม่แอลกอฮอล์', 'รับรองว่าไม่แพ้', 'ดีในราคา', 'ดีงาม', 'ใช้ง่าย', 'อยากดู', 'สะดวก', 'คุ้ม']"
<mask>สันหลังหน่อยๆๆ😁😊,['อยากกิน']
้าคิดแค่นี้คองคอร์ดแคมรี่ก็ต้องขายมิได้ซิ,"['จะกิน', 'ก็ชอบ', 'อร่อย', 'ทิสุด']"
<mask>ลงมูนขายอยากกินฟูลงมูนเขียว;;_;;,['เราชอบกิน']
ทำไมมัน<mask>อาหารอินเดีย,"['น่ารักมาก', 'ที่ชอบ', 'มันแบบโอ้ย']"
ทำไมโรบินสันแอร์พอร์ต<mask>,['อยากไป']
ทำไมสาขาเซนทรัล<mask><mask><mask>,"['ได้โอกาสมาทาน', 'ที่ใหญ่มากลูกค้า', 'รวดเร็ว', 'ขอแสดงความชื่นชม', '👏🏻']"
<mask>าดี้สองขวดเดียวมึนมาก<mask>ละง่วงสังคม,"['ชอบ', 'จัดไป', 'จะรอ', 'ชีสคือเข้มมาก', 'ไม่เลี่ยน', 'อร่อยมาก', 'เลิฟ']"
<mask>จุลง😑ในchangsensorytrails🐘ในguard👨,['อร่อย']
<mask>แล้วก็ต้องแบนบุรี่มวนด้วยสิครับ,"['ดีอะ', 'หน้าเนียนปั๊บมาก', 'เนื้อไม่หนาเกิน', 'นะสบายผิว', 'ก็สวย', 'เลิศ', 'เยี่ยม', 'เราชื่นชม']"
ปกติเท่าไหร่นะฉันนั้นพาฟิล์ม<mask>อ่ะ,['าไปหน่อย']
ปกติมีกุ้งแก้ววันนี้ปลาไข่<mask>ก็ไม่,['เท่าไรก็ไม่เบื่อ']
เปนการ<mask>ผ้าอนามัยที่<mask>เจ็บปวดและ<mask>มาก,"['ความอร่อยใน', 'ผลิตภัณฑ์คุณภาพ', 'เย็นๆ', 'สักแก้ว', 'มากค่ะ']"
เป็นกูก้อหม่อม<mask><mask>จะมายึดรถ,"['ประหยัดน้ํามันมาก', 'ชอบมาก', 'ชอบ', 'อุ่นใจมากครับ']"
เป็นลีโอที่<mask><mask>เหมือนกินน้ำที่<mask>นๆๆ,"['ย้าก', '😋']"
ผ้าอนามัยแบบสอด<mask>กว่าจะหารูเจอเอ๊ะใน,"['ดีอะ', 'หน้าเนียนปั๊บมาก', 'เนื้อไม่หนาเกิน', 'นะสบายผิว', 'ก็สวย', 'เลิศ', 'เยี่ยม', 'เราชื่นชม']"
<mask>hondaaccord2018ไม่ออกงานmotorshow,['ไม่เปลี่ยนครับมั่นใจ']
พกบุหรี่ไฟฟ้าจำคุกรอดชีวิต<mask>ตาย<mask>,['หอมบุหรี่']
พี่ชายผมจะเอารีโว่แต่<mask>แนนเลยเอาดีแมกแทน,"['ที่สุด', 'ด้วยความเบาบางเนียน', 'ได้ฟิว', 'ดุดันไม่แอลกอฮอล์', 'รับรองว่าไม่แพ้', 'ดีในราคา', 'ดีงาม', 'ใช้ง่าย', 'อยากดู', 'สะดวก', 'คุ้ม']"
พึ่งจะไปกินมาเองแต่ทิ้งใบเสร็จไปแล้ว<mask>จุลง,"['แนะนํา', 'อร่อย', 'มากก', 'ไปลอง']"
เพิ่งไปตำมาเมื่อวันศุกร์นี้เองข้าวปั่นแห้ง<mask>,"['กําลังใจ', 'จังหวะทํานองติดหูมาก', 'อยากไป', 'อยากไป', 'อยากไป', 'อยากไปโยก', 'อยากไป', 'เลยค่ะเป็นเพลงที่', 'เราชอบ', 'มากๆๆ', 'ก็อยากจะไป', 'axเราไป', '✨']"
มอเตอร์ไซร์ขึ่<mask>มอร์เตอร์ไซรถขี่<mask>,"['ต้องการลดการ', 'ชื้นกิน', 'สุดยอด', '💖', 'สดชื่น', '😊']"
มาไทยขายแน่เทียน่าท้าย<mask>ไซส์เลย,"['เป็นรถแบบว่าดูไม่เบื่อ', 'เยี่ยม', 'ไปด้', 'สนุก']"
มีช้างมั้ยคะพ.ศ.พอดี<mask>เบียร์ผลไม้ใน5,"['จัด', 'อร่อย']"
มเม้นเป็นเมนส์แล้วผ้าอนามัยขูดดากนิแบบ.,"['ดีใจมาก', '💕', '😍']"
ก่กล้าใช้ผ้าอนามัยแบบสอดเลยกลัวกลัวเจ็บ555,"['ว้าว', 'ว้าว', 'ว้าว', 'ว้าวๆๆ', 'ว้าว', 'กรี๊ดดด']"
ถผมรีโว่เปลี่ยนน้ำมันเครื่องรุ่นเก่าให้เฉยเลย,['ยินดี']
ล้อลงห้ายยยทำไมทำงี้มิน่าอ่านหลายรอบ<mask>,"['ป่ะ', 'ไปสัก']"
ลีโอต้องนครปฐมครับสงสัยไปกินปทุมธานีเลย<mask>,['ไปกินเยอะ']
เล่นทุกครั้ง<mask>วี่แววว่าจะ<mask>😔,"['สิริโครตใส่ใจ', 'น่ารักมาก', '💖']"
ผันผ่อนสั่งกลับบ้าน<mask>น้ำซุปให้มา<mask>เลย,"['ที่สุด', 'ด้วยความเบาบางเนียน', 'ได้ฟิว', 'ดุดันไม่แอลกอฮอล์', 'รับรองว่าไม่แพ้', 'ดีในราคา', 'ดีงาม', 'ใช้ง่าย', 'อยากดู', 'สะดวก', 'คุ้ม']"
วันนี้ฉีดน้ำหอมchanelจ้าฟุ้งจน<mask>อะ🤢,"['อยากกิน', 'อยากกิน', 'อยากกิน', 'อยากกินใน', 'อยากกิน']"
สรุปวันพ่อปีนี้<mask>อะไรหรอครับ<mask>จิง,"['ไม่เคยทําให้ผิดหวัง', 'เราเชื่อมั่นในรถที่', 'ยากแค่ไหนก็ไปถึง', 'นี้ที่ผมไว้ใจ']"
สาบานว่าเอ็มเค<mask>ผงชูรสกินน้ำไปสองขวดแล้วว,"['สู้', 'ไปด้วย', 'ส่งใจไป']"
<mask>แฟน<mask>กินเอ็มเคแต่หนูอยากกิน😭,"['เอ็มเคไงมึง', 'อยากกิน']"
หรือ<mask>คีส์ในคือ<mask>ปะ<mask>อีกละฮือ,"['ชอบ', 'เค้าจะเนื้อเบา', 'ติดทน', 'เราจะเป็นคราบ', 'กันเหงื่อด้วยแถมยัง', 'ชุ่มชื่น', '❤']"
เห็ด3สหายผัดโชยุ<mask>เนย<mask>แล้วง่ะ😒,['ก็อร่อย']
เห็นด้วยค่ะพนักงานสาขาซีคอน<mask>เลยค่ะ,"['เป็นรถแบบว่าดูไม่เบื่อ', 'เยี่ยม', 'ไปด้', 'สนุก']"
<mask>ขับแต่รถจนกูจะไปเป็นแท็กซี่แล้วแม่ลง,"['ประหยัดน้ํามันมาก', 'ชอบมาก', 'ชอบ', 'อุ่นใจมากครับ']"
<mask>ไฟฟ้าว๊อยยย<mask><mask>😢😭,"['ฉ่ํา', 'แนะนํา', 'ที่ต้องการ', 'นี้เลยเพราะด้วยความหอม', 'สดชื่น', 'สะอาด', 'พร้อม', 'ความเซ็กซี่ยั่ว', 'กลิ่นหอม', 'สุดๆ']"
อยากกินฮะเก๋าแม่ลงในพนมสารคาม<mask>ไม่อี๊กก,"['อยาก', 'อยาก', 'อยาก', 'อยากแดก', 'อยาก']"
อย่าไปใช้เลยครับ<mask><mask><mask>โคตร<mask>,"['ไปเลย', 'คุ้มค่า']"
อิโซฟี<mask>เรียกตัวเองว่าผอมเลย<mask>กาวมึง,"['แนะนํา', 'เธอชอบ', 'ลดการสะสมแบคทีเรีย', 'ที่เรารัก', 'wo', 'good']"
เออเอกชน6โมงนะน.<mask>ถ้าไม่มามะต้องคุย5,"['ติดทน', 'เนื้อนุ่ม', 'ไปหน่อย', '✨', 'สวย', 'มันต้องมี']"
โอ้ยย.ร.<mask>เอาเงินไปจองรถ<mask>ล้าวงในนี้😂,"['ต้องรุ่นนี้', 'มันเป็นรถที่เสน่ห์', 'มากๆๆ', 'ใกล้แล้วๆๆปล', 'ไปให้ถึง']"
lipmattestickของnyxนี่ทำปากแห้งเหมือนกับนะ,"['ง่าย', 'ที่สุดแห่ง', 'อ่อนโยนต่อผิว']"
ก็บ้านเรามันกลัว<mask>ผลประโยชน์มันก็หม่อมครับน.,"['ชอบ', 'ดื่มสิงห์รู้สึกมัน', 'อร่อย']"
ก็ยัง<mask>อยู่อารมณ์เหมือน<mask>เลย,"['ทั้งนุ่มและป้องกันการ', 'มากแถมยัง', 'ง่าย']"
<mask>เบียร์ใน<mask>285ไรงี้ก็เช่นนั้น,"['ขอบคุณ', 'ขอบคุณ', 'ขอบคุณ', 'ขอบคุณแสง', 'ขอบคุณ', 'มากค่ะ', '❤']"
ขออนุญาติจ้ายูเซขอรีในมา2ตัวนี้จ้า<mask>จ้า790ใน,"['ไม่หมองไม่คล้ํา', 'สวย']"
นโครตเยอะเลยน.มาฟังพรรคพลังประชารัฐปราศรัย,"['ว้าว', 'ว้าว', 'ว้าว', 'ว้าว', 'ดีใจมาก', 'ๆๆเลยค่า']"
เคยใช้ของสมูทอีแล้ว<mask>อะครับ<mask>กว่าเดิมอีก,"['ที่สําคัญดูแน่นแข็งแรง', 'มากๆๆ', 'ที่สุด', 'คะไวมาก', 'รู้สึกดี']"
แงะเบียร์หมีหิมะ<mask><mask>ลองกินแอลงที่แล้ว,"['เบียร์เป็นขวดจะถูก', 'ถูกคอ', 'ถูกใจ']"
จา<mask>บาบีก้อนแงรักบาบีก้อนมาก<mask>ทำให้<mask>,"['มากเลยค่ะ', 'เรารักบ']"
ใช่ๆๆเห็นเขาขายกันเกลื่อนมิใช่ว่าจะ<mask>อะชีสบอล,"['แนะนํา', 'เธอชอบ', 'ลดการสะสมแบคทีเรีย', 'ที่เรารัก', 'wo', 'good']"
ตั้งแต่ใช้คุชั่นก็มะ<mask>ตังให้ลอร่า<mask>,"['ชื่นชอบ', 'ชอบ', 'ประทับใจ', 'ได้ด้วย', 'คุ้ม', 'ชอบมาก', 'เป็นกันเอง']"
ตั้งแต่ร.9สวรรคตบ้านเมือง<mask><mask>,"['ชื่นชอบ', 'ชอบ', 'ประทับใจ', 'ได้ด้วย', 'คุ้ม', 'ชอบมาก', 'เป็นกันเอง']"
ถ้ามัลติมันผลิตทันใครจะเอาchrมาทำ<mask>เยอะ,"['สดในอย่างมาก', 'มากๆๆ', 'สวย', 'ไปด้เลยค่า']"
ำไมโฆษณาผ้าอนามัยถึงเอาผู้ชายเป็นพรีเซนเตอร์วะ,"['go', 'ไปเลยเอา', 'สวย', 'ไม่แพ้', 'ชอบ', 'ประทับใจ', '❤']"
เบียร์สิงห์อีกป่ะเนี่ยพ.ศ.ว่า<mask>ถูกใจเพจละใน,"['ความน่ารัก', 'ไปพูด', '💛']"
<mask>ที่สุดตำรวจไทย<mask>ล้วนๆๆไม่วัวปนเลย,"['เรือแบบไม่หงุดหงิด', 'แล้วไม่กลิ่นควัน', 'อากาศเย็น', 'อากาศมากๆๆๆ']"
พื่อนผมโดนไป50จ่ายดังนั้นเฮ้ยๆๆช่องทางชัดๆๆ,"['สุดตรงประหยัดน้ํามัน', 'คุณภาพก็ต้องนี่เลย', 'ไปกันไป', 'เริ่ด', 'อยากมอบมง', 'ดีไซน์กะทัดรัด', 'ขอบคุณ']"
<mask>สุดคือกดรับแมคไก่ฟรีแต่<mask>ใช้<mask>อะโฮวววง,"['ชอบ', 'ชอบ', 'ชอบ', 'ชอบnew', 'ชอบ', 'ลุย', 'กว้างขวาง', 'สะดวกสบาย', 'ที่สุด']"
มื่อก่อนของเยอะแล้วนี้ของน้อยเซ็นทำรันบุรี,['ดีค่ะ']
แม่เยสีได้<mask>หิวเงินมาเลยดิ<mask><mask>ท่สเจอคงมัน,"['❤', 'ไปเลยหัวใจ']"
<mask>ยยแบบที่คิดอ้ะในในความคิดเห็นส่วนตัวค่ะ,"['ขอบคุณ', 'ขอบคุณ', 'ขอบคุณ', 'ขอบคุณทุกท่าน', 'ขอบคุณ', 'ไม่แพ้']"
มอิ่มสั่งข้าวซี่โครงมสต่อแต่ละอย่างไม่สนใจเลย,"['เรือแบบไม่หงุดหงิด', 'แล้วไม่กลิ่นควัน', 'อากาศเย็น', 'อากาศมากๆๆๆ']"
ยังมิได้ทวน203เรยมัวแต่เอมเคจำเยอะ<mask>😰😢🤯,['กิง']
ยิ่งวันยิ่ง<mask><mask>ทั่วประเทศได้แค่นี้อ่อ,"['น่าสนใจมาก', 'ชอบ', 'อยากได้']"
รำคาญทวิตนที่เป็นโฆษณาการในนิเย่เลื่อนกี่ทีก็เจอ,"['เครื่องก็ไม่รวน', 'สุดยอด']"
แลดว่า<mask>แท็กเยอะแยะไปหมด5ไหนใครบอก<mask>,"['ชอบ', 'เค้าจะเนื้อเบา', 'ติดทน', 'เราจะเป็นคราบ', 'กันเหงื่อด้วยแถมยัง', 'ชุ่มชื่น', '❤']"
วอดก้ากลับไปกินได้อีกแต่เบลนี่ควร<mask>รอบเดียว<mask>,"['ประทับใจ', 'จะได้ไป', 'ตื่นเต้น', 'พาไป', 'ตื่นตาตื่นใจ', 'ไปหมดแค่', 'ไปกินบาบี', 'ชอบ', 'ร้อนๆๆแตก', 'เย็นสบาย', '😋', 'อร่อยมาก', 'ผ้านุ่มมาก', 'ดีใจ', 'มากกก', 'สู้จะอธิบาย', 'เลยอยากมาอีก', 'รู้สึกดี', 'บ้านทุกครั้งที่ได้', 'อบอุ่น', '❤']"
ฉันนั้นผมไปไม<mask>ลดให้ผมผม<mask>กเลยคับ,"['คนนึงที่เห็นกับการ', 'ตอนนี้ผมเลิกบุหรี่', 'ตอนนี้บอกได้เลยว่า', 'ขึ้นหายใจไม่ติดขัด']"
ศรีจันทร์คือชอบ<mask>แต่แบบนุ<mask>หรือ,"['หล่อ', 'รอยยิ้มและสายตา', 'ไปเลยอ่ะใน', 'ออร่าความผัว', 'พร้อม', 'รักthecr']"
สาขาเซ็นทรัลในบางตาวันนี้บริการ<mask>,"['น่ารัก', 'มากกก']"
าขาเซ็นทรัลพระยา2ไม่เปิดสักขีปิดนานเกิ๊น,['ลูกค้าจะชอบ']
าขาเดอะมอลบางกะปิเช่นนั้นค่ะบางจนเอาตะเกียบแคะ,"['อยาก', 'อยาก', 'อยาก', 'อยากได', 'แนะนํา', 'อยาก', 'ต้องวันนี้', 'ชุ่มชื่น', 'มันดีตรง', 'มากเนื้อเจลบางเบา', 'บเร็วอ่อนโยน', 'ง่าย']"
<mask>ตังค่าเช่าชุดกุว่า<mask>ก้อได้นะ5,"['ชอบ', 'เค้าจะเนื้อเบา', 'ติดทน', 'เราจะเป็นคราบ', 'กันเหงื่อด้วยแถมยัง', 'ชุ่มชื่น', '❤']"
ใส่ชุดไทยไปติน.เงินซื้อชุดไทย<mask>ส่วนลดอีก.น.,"['ผิวน้ํานี่แหละที่', 'พลุปีใหม่ในที่สุดก็ได้', 'ช่วยกัน', 'สวย', 'ได้รับชมแถมยังเป็น', 'เราไม่ค่อยได้กลิ่นควัน', '😊']"
ใส่น้อยๆๆก็ได้ผงมันนะมัน<mask>ต้องลอกหนังทิ้ง<mask>,"['สักแก้ว', 'ดีจริง', 'twiceassmoo']"
หม่าล่ากิน<mask>เพ็ดร้อนแบบปากหุบไม่ลงอะจริง,"['กําลังดี', 'ฉ่ํา', 'เกลี่ยง่ายมาก', 'ดีๆๆลุคนี้', 'ง่าย', 'พุ่งไปอ', 'อยากดู']"
เหในด้วยอีกหนึ่ง<mask>จ้าโค้กก่อนไม่ซ่าส์เฮ้ยในในใน,"['ต้องการ', 'ขอบคุณ']"
เหนือสิ่งอื่นใด<mask>ตะหมูก็มากe-cigเนี่ย,"['จะกิน', 'ก็ชอบ', 'อร่อย', 'ทิสุด']"
<mask>กุฝากอิมิในไปบอกมึงว่ากุว่างกุคล้าในทักแชท,['อยากไป']
ะน้ำตาจะไหลกูต้องซื้อbreezerภายในวันนี่หรอ,"['หนาวเป็นอะไรที่', 'อยากไป', 'เพลงดี', 'อากาศเย็น', 'ฟิน', '✨']"
เออ555เอ็มเคว่า<mask><mask><mask>เท่าร้านนี้,['ไป']
าดะลาโบะสีขาวแม่งงลงใช้ละหน้าเหมือนจุนเน่เลย,['ไปเลยครีม']
ใน1คะความชัดเจน<mask>ไม่ว่าเชือถือเท่าไหร่,"['ที่สุด', 'ด้วยความเบาบางเนียน', 'ได้ฟิว', 'ดุดันไม่แอลกอฮอล์', 'รับรองว่าไม่แพ้', 'ดีในราคา', 'ดีงาม', 'ใช้ง่าย', 'อยากดู', 'สะดวก', 'คุ้ม']"
50ในยังไง<mask>ผู้บริโภคป่ะมันต้อง42.5บาทสิ,"['มากก', 'สวย', '😊']"
breezermelonทำไมรสชาติมัน<mask>ๆวะหรือคิดไปเอง,"['ช่วยกัน', 'ช่วยลดขยะได้เยอะเลย', 'สะอาด', 'ไปอีกคิดเอง', '😊']"
nissanconceptcarสวยนะแต่ผลิตจริง<mask>,['สวยจัง']
showใน<mask>อ่านแล้วงงเด้งงเด้,['ดีใจมาก']
กินสีเมออฟกระป๋องเดียวก็มึนแล้วอ่ะ<mask>จังใน___ใน,['ก็อร่อย']
เกียร์<mask>แบบใน3ไหมครับเคยขับ3แล้ว<mask>มาก,['สวยมากๆ']
<mask>อะบะหมี่เอ็มเคไม่ให้น้ำซุปมาที่แล้วอี<mask>,"['มา', 'เอ็มเคก็ได้']"
เขย่าเสดบอกมีคนได้ไปแล้ว<mask>ภายใน5วิคือรายยย,"['ขอบคุณ', 'น่ารักมาก', 'หนูรัก']"
"คูชั่นลาแมร์สุดมาก4,500อล<mask>ทำจากทองเหรอ","['ผิวสวย', 'จัดๆๆ', 'บางเบาซึม', 'มาเลยคน', 'มาเราขอท้า', 'มั่นใจเลือก', 'รักเลย', '😘', 'ดีต้อง', '👍', '👏🏻', 'ที่สุดใน']"
ค่กินbreezerหัวยังตึ้บเลยกูเป็นขนาดนี้แล้วหรอ,"['สุดยอด', 'คือความiconic', 'สวย', 'ซึ้ง', 'ดีจริง', 'เราจะไป']"
แค่นิกสันมารโชจะไปแข่งไรกะรถ<mask>น่าแข่งนักนิ,"['คนชอบ', 'ดีตรงกันไป']"
ค่ไม่ปล่อยควันมือ2ก็ถือว่าคุณไประโยชมหาศาลแล้ว,['ดี๊ดี']
จริงมันไม่เยอะนะเว้ยโดนรูปกะทะหมูข้าง<mask>แล่วง,"['สู้ทําไม', 'ไปตํา', 'วตื่นเต้น', 'ชอบมาก', 'สะอาด', 'มากกก', 'ชอบ', 'ไปลอง', 'แต่งหน้าติดดีเลย', 'ดีมาก', 'ใช้ง่าย']"
จากใจเลยนะอีโก้บ้าพลังกับ<mask>จบใน,['ดีกับใจ']
เจออย่างบ่อย<mask>ในบาบีก้อนอ่ะนี่ชินแล้ว555,"['ชอบ', 'สดชื่น', 'เนื้อละเอียดเนียน', 'มากหอมนาน', 'กลิ่นหอม']"
ชาชีสลามมาเอ็มเคแล้วหรอเอาจริงนะคือมัน<mask>,"['หล่อ', 'รอยยิ้มและสายตา', 'ไปเลยอ่ะใน', 'ออร่าความผัว', 'พร้อม', 'รักthecr']"
โชคดีกุรอดตัวไปเพราะว่ากุ<mask>เบียร์ช้างใน555666,['เลี้ยงกุไป']
ใช่ๆๆหามุแผ่นบางจริงๆๆด้วย<mask>ที่แล้ว,"['ที่บ้านชอบกิน', 'กลับไปจะต้อง', 'ไปกินตลอดกิน', 'สวย', 'หล่อ', 'มันดีทั้ง', 'จะพาแม่']"
ดีนะ<mask>แดกบาบีก้อนเพราะกูว่านาง<mask>=_=,['รู้สึกว่าดีนะ']
เดี๋ยวเจอ285ขนาด<mask>กูก็รู้สึก<mask>ละ55,"['🎉', 'ทั้งถูกทั้งดี', 'ไม่เกิดสิว']"
ดกfullmoonแล้วนอนตาไม่หลับเลยลุกมาแต่งจอยา5,"['ชอบ', 'ชอบ', 'ชอบ', 'ชอบครับ', 'ชอบ', 'รถในฝันเลยครับhonda', 'ไปจอง']"
ถ้าไม่ซื้อผ้าอนามัยก็ตังค์เหลืออะ5<mask>เมนส์,"['ชอบ', 'มีความสุข', 'ข้าวราคาถูก']"
้าลีโอร้อยกว่าบาทก็แดกน้ำองุ่นทิปโก้เอาแหละบ้า,"['ไทยถูกกว่า', 'และบริการกว่ารวมถึงคุณภาพ', 'คุ้ม']"
ทำไมเล่นe-cigรอบนี้เหมือนปอดจะ<mask>ไอไม่หยุดเลย,"['สู้ในอย่าง', 'เลิฟ']"
<mask>มากๆๆมีแค่5ที่ได้ต้องจอดข้างถนน,"['ที่สําคัญเนื้อดี', 'น้ําหอมไม่ใส่เคมี', 'ที่ชอบ', 'สวยมาก', 'สวย', 'เกลี่ยง่าย']"
น่า<mask>อ่ะครับเดี่ยวนี่<mask>เยอะ<mask>แก่ด้วย,"['wo', 'มากๆๆมี', 'ส่วนตัวชอบ', 'หอมหวาน', 'พีชสดรสชาติ', 'กลมกล่อม', 'ดื่มง่าย', 'ความรู้สึกผ่อนคลาย', 'ความสดชื่น', 'ละไมใน', 'แพคเกจทันสมัยโดดเด่นน่า']"
นี้ก้มระเจ้แต่ให้กินลีโอ<mask>ยังจะ<mask>ทน,"['เปียกเท่าไรแต่ความสวย', 'ก็ยังปังดูเพราะ', 'นี่แหละเอาอยู่', 'มีความสุข', 'กินมี', '💚', '😆']"
นี่มันมิใช่ตำรวจคับแต่<mask>วาสนาดีเท่านั้นเอง,"['มากก', 'สวย', '😊']"
เบียร์เป็นลังไม่เคยเมามุงจะมา<mask>แค่สปายา3ขวดเหรอ,"['อะไรจะดีขนาดนั้น', 'ต้องลอง', 'ไปลอง', 'เคยใช้มาไม่เลอะ', 'go']"
ไปกินมาอาทิตย์ล่ะ2วันยังเริ่ม<mask>ๆๆเลยอ่ะ🤣,"['แนะนํา', 'อร่อย', 'มากก', 'ไปลอง']"
ผ้าอนามัยเมกาหนา<mask>ๆกาวก็เบาบางเหลือเกิน<mask>,['อยากกิน']
พูดจริงผู้เล่นอะเบียร์ช้างขวดเป็นร้อย<mask>เถอะ,"['สนุกมาก', 'สนุก']"
<mask>ดีละที่<mask>ใกล้เคยสนใจมาสด้า3,"['ชอบ', 'มีความสุข', 'ข้าวราคาถูก']"
อจูนเนอรถนี่ตัวดีไฟมึงสว่างอย่างไฟนีออนเลยนะ😭,"['ยอมใจพวกพี่ๆ', 'ขอบคุณ']"
<mask>ลูกกลิ้งนะคับตอนเทระวังด้วย555โดนมาแล้ว,"['สู้ทําไม', 'ไปตํา', 'วตื่นเต้น', 'ชอบมาก', 'สะอาด', 'มากกก', 'ชอบ', 'ไปลอง', 'แต่งหน้าติดดีเลย', 'ดีมาก', 'ใช้ง่าย']"
มากินยาโยอิเดียวเพราะพ่อกับแม่ไปกิน<mask>,['ไปกินบ่']
มกะบางตาไม่ร่วมนะจ้ะต้องไปสำโรงไม่ก้อเซ็นทรัล,"['อยากกิน', 'อยากกิน', 'อยากกิน', 'อยากกินอ่ะ', 'อยากกิน', '๊กไป']"
เมาไม่ขับในกลับแท็กซี่แท็กซี่<mask>ใน<mask>กูขำ,['ไม่เปลี่ยนครับมั่นใจ']
เชื่อ<mask>ได้เลยคะสิทธิตามทีบอกเลยคะ,['ป้ะ']
ไม่ช่วยแดกเลยเล่นกู<mask>เลย<mask>ลีโอละ<mask>,['ผ้าอนามัยในฝันกู']
<mask>เลยอ่ะแม่ลงคนจังหวัดนี้<mask>พี่ก้อน,"['กําลังดี', 'ฉ่ํา', 'เกลี่ยง่ายมาก', 'ดีๆๆลุคนี้', 'ง่าย', 'พุ่งไปอ', 'อยากดู']"
รำคาญผ้าอนามัยเมื่อไหร่กาวจะแน่นเหมือนกาวดักหนู,"['สู้จะคิด', 'ๆๆกิน', 'อร่อย']"
ลงไปยุในโรงครั่นตัวละแต่ยังมา<mask>กับโลกอีก5,"['ประทับใจ', 'จะได้ไป', 'ตื่นเต้น', 'พาไป', 'ตื่นตาตื่นใจ', 'ไปหมดแค่', 'ไปกินบาบี', 'ชอบ', 'ร้อนๆๆแตก', 'เย็นสบาย', '😋', 'อร่อยมาก', 'ผ้านุ่มมาก', 'ดีใจ', 'มากกก', 'สู้จะอธิบาย', 'เลยอยากมาอีก', 'รู้สึกดี', 'บ้านทุกครั้งที่ได้', 'อบอุ่น', '❤']"
้าวอยากชิมจังเลยแต่สาขาโลตัสท่ายางปิดไปแล้ว😂,"['สุดตรงประหยัดน้ํามัน', 'คุณภาพก็ต้องนี่เลย', 'ไปกันไป', 'เริ่ด', 'อยากมอบมง', 'ดีไซน์กะทัดรัด', 'ขอบคุณ']"
ศึกษาการใส่<mask>มากอิสระกลัววว,"['wo', 'มากๆๆมี', 'ส่วนตัวชอบ', 'หอมหวาน', 'พีชสดรสชาติ', 'กลมกล่อม', 'ดื่มง่าย', 'ความรู้สึกผ่อนคลาย', 'ความสดชื่น', 'ละไมใน', 'แพคเกจทันสมัยโดดเด่นน่า']"
แสงสีออกไปจากร่างแล้วกู<mask>น.จ้าจ้า,"['ไปใช้มั่นใจ', 'ถูกใจ']"
มูสไลด์เอมเคมึงบางกว่าหมูสไลด์สองชั้นอีกอะในในใน,['ไม่เหม็น']
เห็นข่าว<mask>บาบีก้อนที่ขนลุกทุกทีเลยฮือพ.ศ.,"['ความน่ารัก', 'ไปพูด', '💛']"
เห็นข่าวบาบีก้อนแล้ว<mask>ใน<mask>ไปอีกนาน,"['สุดตรงประหยัดน้ํามัน', 'คุณภาพก็ต้องนี่เลย', 'ไปกันไป', 'เริ่ด', 'อยากมอบมง', 'ดีไซน์กะทัดรัด', 'ขอบคุณ']"
อยากไปแต่เดินทางลำบากชหาเลยโชว์<mask>,"['เป็นรถแบบว่าดูไม่เบื่อ', 'เยี่ยม', 'ไปด้', 'สนุก']"
<mask>ทำร้ายพี่แบบเน้พี่<mask>ยู<mask>วาในในใน,"['โอ้ยโคตร', 'ดีอ่ะ', 'รักในความ', 'ชอบ', 'สุดๆ', 'าหมดไม่กั๊ก']"
เออควรเชื่อน้องพายตั้งแต่แรกอ่ะ<mask>เลยกู,"['ที่สุด', 'ด้วยความเบาบางเนียน', 'ได้ฟิว', 'ดุดันไม่แอลกอฮอล์', 'รับรองว่าไม่แพ้', 'ดีในราคา', 'ดีงาม', 'ใช้ง่าย', 'อยากดู', 'สะดวก', 'คุ้ม']"
张丽霞อ้อออ<mask>กุกลัวมาก5,"['ขอบคุณมาก', '😘']"
<mask><mask>อาศัยซักอย่าง<mask><mask>,"['สู้จะแผน', 'สวยมากๆ']"
กินไปน้องรับรอง<mask>สุด<mask>แดกที่แล้วแสงสี,"['สุดยอด', 'คือความiconic', 'สวย', 'ซึ้ง', 'ดีจริง', 'เราจะไป']"
กินแล้วค่ะน้ำซุปเปรี้ยวไปหน่อยบางสาขาน้ำตา<mask>ไปนะ,"['พาไป', 'กินหน่อย']"
<mask>ฟอร์จูนเนอร์นั่งที่<mask><mask>ทุกทีใน🤮🤢,['ไปอีกจะ']
<mask>มะต้อง<mask>อะมันไช่ธุรมึงปะเนียบนรีมันเหม็น,['มันดีนะ']
ใช่ๆๆไม่ซ่าส์จิงกินแล้ว<mask>ของแป๊บซี่เลย,"['มันต้องมี', 'หอมของdi', 'ติดทน', 'ง่าย', '✨']"
อนนี้คิดว่ากลิ่นแสงสีเป็นกลิ่นอีกไปละคงที่จมูก,"['ชอบ', 'จัดไป', 'จะรอ', 'ชีสคือเข้มมาก', 'ไม่เลี่ยน', 'อร่อยมาก', 'เลิฟ']"
