source,target
<ATTRS> า ไปหน่อย <CONT_START> รักนะจุบๆๆคดีของเราพ <START>,<ATTRS> า ไปหน่อย <CONT_START> รักนะจุบๆๆคดีของเราพ <START> รักนะจุบๆๆคดีของเราพาไปหน่อย
<ATTRS> น่ารักมาก <CONT_START> โหหนุ่มเขิน;———ในใน <START>,<ATTRS> น่ารักมาก <CONT_START> โหหนุ่มเขิน;———ในใน <START> โหหนุ่มเขินน่ารักมาก;———ในใน
<ATTRS> จะ ชวน ไปกิน ฮอ <CONT_START> เออทพอทำแก้หนาวก่อน <START>,<ATTRS> จะ ชวน ไปกิน ฮอ <CONT_START> เออทพอทำแก้หนาวก่อน <START> เออจะชวนไปกินฮอทพอทำแก้หนาวก่อน
<ATTRS> 👍 <CONT_START>  <START>,<ATTRS> 👍 <CONT_START>  <START> 👍
<ATTRS> อร่อย <CONT_START> กินยังงงเย็นเห็นมีคนบอก <START>,<ATTRS> อร่อย <CONT_START> กินยังงงเย็นเห็นมีคนบอก <START> กินยังงงเย็นเห็นมีคนบอกอร่อย
<ATTRS> อยากกินพาไป กิน <CONT_START> เค้าวันจันหน้าทีนะ <START>,<ATTRS> อยากกินพาไป กิน <CONT_START> เค้าวันจันหน้าทีนะ <START> เค้าอยากกินวันจันหน้าพาไปกินทีนะ
<ATTRS> มากค่ะชอบมาก <CONT_START> จอบรถยนต์civicใช้แล้ว <START>,<ATTRS> มากค่ะชอบมาก <CONT_START> จอบรถยนต์civicใช้แล้ว <START> จอบรถยนต์civicมากค่ะใช้แล้วชอบมาก
<ATTRS> ▁ จะไป <CONT_START> แดกเซตนี้เดียวเอาให้พุงแตก <START>,<ATTRS> ▁ จะไป <CONT_START> แดกเซตนี้เดียวเอาให้พุงแตก <START> จะไปแดกเซตนี้เดียวเอาให้พุงแตก
<ATTRS> ▁ จัด <CONT_START> ๆๆกีดกันบ้านคิงเบียร์ช้างตวย <START>,<ATTRS> ▁ จัด <CONT_START> ๆๆกีดกันบ้านคิงเบียร์ช้างตวย <START> จัดๆๆกีดกันบ้านคิงเบียร์ช้างตวย
<ATTRS>  <CONT_START> เตียงใหญ่มากพอที่นอนสามคนได้สบาย <START>,<ATTRS>  <CONT_START> เตียงใหญ่มากพอที่นอนสามคนได้สบาย <START> เตียงใหญ่มากพอที่นอนสามคนได้สบาย
<ATTRS> สวย <CONT_START> ถ้าเป็นมาสด้าทุกแบบทุกรุ่นค่ะ <START>,<ATTRS> สวย <CONT_START> ถ้าเป็นมาสด้าทุกแบบทุกรุ่นค่ะ <START> ถ้าเป็นมาสด้าสวยทุกแบบทุกรุ่นค่ะ
<ATTRS> เลิก บุหรี่ แล้ว เพราะ <CONT_START> ผมบุหรี่ไฟฟ้า <START>,<ATTRS> เลิก บุหรี่ แล้ว เพราะ <CONT_START> ผมบุหรี่ไฟฟ้า <START> ผมเลิกบุหรี่แล้วเพราะบุหรี่ไฟฟ้า
<ATTRS> อร่อยมาก <CONT_START> มันลืมอ้วนกันเลยทีเดียว <START>,<ATTRS> อร่อยมาก <CONT_START> มันลืมอ้วนกันเลยทีเดียว <START> มันอร่อยมากลืมอ้วนกันเลยทีเดียว
"<ATTRS> ไม่เปลี่ยน ครับ มั่นใจ <CONT_START> 1,000,000ใน <START>","<ATTRS> ไม่เปลี่ยน ครับ มั่นใจ <CONT_START> 1,000,000ใน <START> ไม่เปลี่ยนครับมั่นใจ1,000,000ใน"
<ATTRS> ลงชื่อ <CONT_START> ร่วมด้วยครับยังไงบ้างครับ <START>,<ATTRS> ลงชื่อ <CONT_START> ร่วมด้วยครับยังไงบ้างครับ <START> ร่วมลงชื่อด้วยครับยังไงบ้างครับ
<ATTRS> จัดไปขอบคุณ <CONT_START> วันนี้เลยค่า5มะคะ <START>,<ATTRS> จัดไปขอบคุณ <CONT_START> วันนี้เลยค่า5มะคะ <START> วันนี้จัดไปเลยค่า5ขอบคุณมะคะ
<ATTRS> ▁ว้าวขอแสดงความ ยินดีด้วย <CONT_START> นะครับ <START>,<ATTRS> ▁ว้าวขอแสดงความ ยินดีด้วย <CONT_START> นะครับ <START> ว้าวขอแสดงความยินดีด้วยนะครับ
<ATTRS> ▁ว้าว <CONT_START> เต็มโต๊ะเลยยย <START>,<ATTRS> ▁ว้าว <CONT_START> เต็มโต๊ะเลยยย <START> ว้าวเต็มโต๊ะเลยยย
<ATTRS> เสาร์ นี้เลย <CONT_START> รอรับเชิญวันศุกร์ก่อน <START>,<ATTRS> เสาร์ นี้เลย <CONT_START> รอรับเชิญวันศุกร์ก่อน <START> เสาร์นี้เลยรอรับเชิญวันศุกร์ก่อน
<ATTRS> อยากกินมาก นะค่ะ <CONT_START> หนูที่รัก😗 <START>,<ATTRS> อยากกินมาก นะค่ะ <CONT_START> หนูที่รัก😗 <START> หนูอยากกินมากนะค่ะที่รัก😗
<ATTRS> สะอาดดี มี ระเบียง หลัง <CONT_START> หอพักห้อง <START>,<ATTRS> สะอาดดี มี ระเบียง หลัง <CONT_START> หอพักห้อง <START> หอพักสะอาดดีมีระเบียงหลังห้อง
<ATTRS> ▁อยากกินปาย า ก่อน <CONT_START> เลยสมั้ยตอนนี้555 <START>,<ATTRS> ▁อยากกินปาย า ก่อน <CONT_START> เลยสมั้ยตอนนี้555 <START> อยากกินเลยสปายาก่อนมั้ยตอนนี้555
<ATTRS> อร่อยมากชอบ <CONT_START> ค่ะสตอเบอร์รี่ครีมชีส <START>,<ATTRS> อร่อยมากชอบ <CONT_START> ค่ะสตอเบอร์รี่ครีมชีส <START> อร่อยมากค่ะชอบสตอเบอร์รี่ครีมชีส
<ATTRS> 😊ใช้ ดี จึง รอยต่อ <CONT_START> ใน2ในในในน.3ใน!!! <START>,<ATTRS> 😊ใช้ ดี จึง รอยต่อ <CONT_START> ใน2ในในในน.3ใน!!! <START> ใน2ในในในน.3ใน😊ใช้ดีจึงรอยต่อ!!!
<ATTRS> เอ็ม เค 😂 <CONT_START> กินอะไรกินอะไรไปกิน <START>,<ATTRS> เอ็ม เค 😂 <CONT_START> กินอะไรกินอะไรไปกิน <START> กินอะไรกินอะไรไปกินเอ็มเค😂
<ATTRS> อยากไปอยาก ดื่ม <CONT_START> ขอน๊ะค๊ะblend285 <START>,<ATTRS> อยากไปอยาก ดื่ม <CONT_START> ขอน๊ะค๊ะblend285 <START> ขอน๊ะค๊ะอยากไปอยากดื่มblend285
<ATTRS> ▁ขอบคุณมากๆๆ ครับ <CONT_START> พี่ๆๆที่ทำตรงนี้ครับ <START>,<ATTRS> ▁ขอบคุณมากๆๆ ครับ <CONT_START> พี่ๆๆที่ทำตรงนี้ครับ <START> ขอบคุณพี่ๆๆมากๆๆครับที่ทำตรงนี้ครับ
<ATTRS> อร่อย <CONT_START> จริงค่ะแต่บารีบก้อนกลับเยอะ <START>,<ATTRS> อร่อย <CONT_START> จริงค่ะแต่บารีบก้อนกลับเยอะ <START> จริงค่ะแต่บารีบก้อนกลับอร่อยเยอะ
<ATTRS> ▁ จะไปวันไหน ไปกับ <CONT_START> กุป้าวจะได้หารกัน <START>,<ATTRS> ▁ จะไปวันไหน ไปกับ <CONT_START> กุป้าวจะได้หารกัน <START> จะไปวันไหนไปกับกุป้าวจะได้หารกัน
<ATTRS> ชอบ▁ชอบง่ายอร่อย💗 <CONT_START> spyclassicกิน🍷 <START>,<ATTRS> ชอบ▁ชอบง่ายอร่อย💗 <CONT_START> spyclassicกิน🍷 <START> ชอบspyclassicกินง่ายอร่อยชอบ🍷💗
<ATTRS> ▁ดีใจมากิน ที่ <CONT_START> อีกค่ะแอดแล้วอิสิอิ <START>,<ATTRS> ▁ดีใจมากิน ที่ <CONT_START> อีกค่ะแอดแล้วอิสิอิ <START> ดีใจอีกค่ะแอดมากินที่แล้วอิสิอิ
<ATTRS> อยากกิน <CONT_START> ตัวๆๆเค้าค่ะวรพลทับทัน <START>,<ATTRS> อยากกิน <CONT_START> ตัวๆๆเค้าค่ะวรพลทับทัน <START> ตัวๆๆเค้าอยากกินค่ะวรพลทับทัน
<ATTRS> อยากไป <CONT_START> ถึงจะไม่กินเบียร์ช้างก้อค่ะ <START>,<ATTRS> อยากไป <CONT_START> ถึงจะไม่กินเบียร์ช้างก้อค่ะ <START> ถึงจะไม่กินเบียร์ช้างก้ออยากไปค่ะ
<ATTRS> ที่พัก อยู่ ไม่ ห่างจาก <CONT_START> ตลาดต้นตาลมาก <START>,<ATTRS> ที่พัก อยู่ ไม่ ห่างจาก <CONT_START> ตลาดต้นตาลมาก <START> ที่พักอยู่ไม่ห่างจากตลาดต้นตาลมาก
<ATTRS> ▁น่ารักมากเลยค่ะ <CONT_START> หนวดเป็นสีขาวอิสิ <START>,<ATTRS> ▁น่ารักมากเลยค่ะ <CONT_START> หนวดเป็นสีขาวอิสิ <START> น่ารักมากเลยค่ะหนวดเป็นสีขาวอิสิ
<ATTRS> ▁น่า ราก <CONT_START> อบได้ทีละถ้วยล่ะมั้ง <START>,<ATTRS> ▁น่า ราก <CONT_START> อบได้ทีละถ้วยล่ะมั้ง <START> น่ารากอบได้ทีละถ้วยล่ะมั้ง
<ATTRS> อร่อยเด็ดปะ <CONT_START> น้ำจิ้มในร้อยเอ็ดได้ <START>,<ATTRS> อร่อยเด็ดปะ <CONT_START> น้ำจิ้มในร้อยเอ็ดได้ <START> น้ำจิ้มอร่อยเด็ดในร้อยเอ็ดได้ปะ
<ATTRS> อร่อย <CONT_START> เปลี่ยนเป็นสีเมออฟแทนน่า <START>,<ATTRS> อร่อย <CONT_START> เปลี่ยนเป็นสีเมออฟแทนน่า <START> เปลี่ยนเป็นสีเมออฟแทนน่าอร่อย
<ATTRS> เราชอบชอบ <CONT_START> ฝาชีหมูบดเราลูกชิ้นคริสตัล <START>,<ATTRS> เราชอบชอบ <CONT_START> ฝาชีหมูบดเราลูกชิ้นคริสตัล <START> ฝาชีชอบหมูบดเราชอบลูกชิ้นคริสตัล
<ATTRS> ▁พรุ่งนี้ขอบคุณ <CONT_START> เลยเย้ๆๆคราฟฟปิ้ <START>,<ATTRS> ▁พรุ่งนี้ขอบคุณ <CONT_START> เลยเย้ๆๆคราฟฟปิ้ <START> พรุ่งนี้เลยเย้ๆๆขอบคุณคราฟฟปิ้
<ATTRS> ▁ พาไปกิน หน่อย <CONT_START> วันเงินคละทรว่ะ <START>,<ATTRS> ▁ พาไปกิน หน่อย <CONT_START> วันเงินคละทรว่ะ <START> พาไปกินหน่อยวันเงินคละทรว่ะ
<ATTRS> ไม่ไกลจาก <CONT_START> ชุมชน2กม.ถึงบึงแก่นนคร <START>,<ATTRS> ไม่ไกลจาก <CONT_START> ชุมชน2กม.ถึงบึงแก่นนคร <START> ไม่ไกลจากชุมชน2กม.ถึงบึงแก่นนคร
<ATTRS> ▁ เริ่มเร ิศ <CONT_START> ปีใหม่ด้วยคิง4ตาติด!! <START>,<ATTRS> ▁ เริ่มเร ิศ <CONT_START> ปีใหม่ด้วยคิง4ตาติด!! <START> เริ่มปีใหม่ด้วยคิง4ตาติดเริศ!!
<ATTRS> ▁ว้าวกรี๊ด ดด <CONT_START> ๆๆใช้cosluxeพอดีเลย <START>,<ATTRS> ▁ว้าวกรี๊ด ดด <CONT_START> ๆๆใช้cosluxeพอดีเลย <START> ว้าวๆๆใช้cosluxeพอดีเลยกรี๊ดดด
<ATTRS> ส ุ้ม คะ <CONT_START> เป้ในกำลังอยู่ข้างหลังเสมอ <START>,<ATTRS> ส ุ้ม คะ <CONT_START> เป้ในกำลังอยู่ข้างหลังเสมอ <START> สุ้มคะเป้ในกำลังอยู่ข้างหลังเสมอ
<ATTRS> ▁อยากกิน😁 <CONT_START> บาบีก้อนbar-b-qพลาซ่า <START>,<ATTRS> ▁อยากกิน😁 <CONT_START> บาบีก้อนbar-b-qพลาซ่า <START> อยากกินบาบีก้อนbar-b-qพลาซ่า😁
<ATTRS> อยากกิน <CONT_START> โอ๊ย😂น้ำซุป <START>,<ATTRS> อยากกิน <CONT_START> โอ๊ย😂น้ำซุป <START> โอ๊ย😂อยากกินน้ำซุป
<ATTRS> หล่อ <CONT_START> toyotaใน86ในในมุมนี้อย่าง <START>,<ATTRS> หล่อ <CONT_START> toyotaใน86ในในมุมนี้อย่าง <START> toyotaใน86ในในมุมนี้อย่างหล่อ
<ATTRS> ▁ขอบคุณมากๆๆ💗 <CONT_START> น้องหมิวเลยมะคะ🙏 <START>,<ATTRS> ▁ขอบคุณมากๆๆ💗 <CONT_START> น้องหมิวเลยมะคะ🙏 <START> ขอบคุณน้องหมิวมากๆๆเลยมะคะ🙏💗
<ATTRS> ▁ขอบคุณกระบอก เสียง ให้ <CONT_START> พี่ที่เป็นครับ <START>,<ATTRS> ▁ขอบคุณกระบอก เสียง ให้ <CONT_START> พี่ที่เป็นครับ <START> ขอบคุณพี่ที่เป็นกระบอกเสียงให้ครับ
<ATTRS> ▁ ขอบ <CONT_START> คุในคับป๋าจะได้มะต้องหลบๆๆซ่อนใน <START>,<ATTRS> ▁ ขอบ <CONT_START> คุในคับป๋าจะได้มะต้องหลบๆๆซ่อนใน <START> ขอบคุในคับป๋าจะได้มะต้องหลบๆๆซ่อนใน
<ATTRS> อยากไป <CONT_START> ครั้งที่39ด้hondacivicค่ะ <START>,<ATTRS> อยากไป <CONT_START> ครั้งที่39ด้hondacivicค่ะ <START> ครั้งที่39อยากไปด้hondacivicค่ะ
<ATTRS> สุดยอด <CONT_START> ครีมกันแดดยี่ห้อclarinsค่ะ <START>,<ATTRS> สุดยอด <CONT_START> ครีมกันแดดยี่ห้อclarinsค่ะ <START> ครีมกันแดดยี่ห้อclarinsสุดยอดค่ะ
<ATTRS> ดีงามจ๊า บ !!! เลยคับ <CONT_START> คับพ.ศ.รองแล้ว <START>,<ATTRS> ดีงามจ๊า บ !!! เลยคับ <CONT_START> คับพ.ศ.รองแล้ว <START> ดีงามคับพ.ศ.รองแล้วจ๊าบ!!!เลยคับ
<ATTRS>  <CONT_START> ได้ท่าว่าเชื่อวันบาบีก้อนเอดอกกก <START>,<ATTRS>  <CONT_START> ได้ท่าว่าเชื่อวันบาบีก้อนเอดอกกก <START> ได้ท่าว่าเชื่อวันบาบีก้อนเอดอกกก
<ATTRS> เราจะไป <CONT_START> ตอนแก่นั่งแดกโฮกาเด้ใน5 <START>,<ATTRS> เราจะไป <CONT_START> ตอนแก่นั่งแดกโฮกาเด้ใน5 <START> ตอนแก่เราจะไปนั่งแดกโฮกาเด้ใน5
<ATTRS> ขอบคุณครับ <CONT_START> ทานเผื่อก้อนด้วยนะคร้าบ <START>,<ATTRS> ขอบคุณครับ <CONT_START> ทานเผื่อก้อนด้วยนะคร้าบ <START> ทานเผื่อก้อนด้วยนะคร้าบขอบคุณครับ
<ATTRS> ▁ ป่ะ😊 <CONT_START> ไปปิดกล่องยอร์คเทอมนี้กัน <START>,<ATTRS> ▁ ป่ะ😊 <CONT_START> ไปปิดกล่องยอร์คเทอมนี้กัน <START> ป่ะไปปิดกล่องยอร์คเทอมนี้กัน😊
<ATTRS> ▁ ไป <CONT_START> ๆๆกันพี่ติ๊กป๋าแบงค์เค้าจะเลี้ยง <START>,<ATTRS> ▁ ไป <CONT_START> ๆๆกันพี่ติ๊กป๋าแบงค์เค้าจะเลี้ยง <START> ไปๆๆกันพี่ติ๊กป๋าแบงค์เค้าจะเลี้ยง
<ATTRS> ▁ ไปโดน ๆๆเนื้อ และ นุ่มมาก ฟัน เฟิร์ม <CONT_START>  <START>,<ATTRS> ▁ ไปโดน ๆๆเนื้อ และ นุ่มมาก ฟัน เฟิร์ม <CONT_START>  <START> ไปโดนๆๆเนื้อและนุ่มมากฟันเฟิร์ม
<ATTRS> จัดแรง ประหยัด นิ่ม <CONT_START> ผมแล้วคับรีโว่คับ <START>,<ATTRS> จัดแรง ประหยัด นิ่ม <CONT_START> ผมแล้วคับรีโว่คับ <START> ผมจัดแล้วคับรีโว่แรงประหยัดนิ่มคับ
<ATTRS> ดีครับ ทนทาน <CONT_START> พอรีอุสีทำไว้ปัญหาน้อย <START>,<ATTRS> ดีครับ ทนทาน <CONT_START> พอรีอุสีทำไว้ปัญหาน้อย <START> พอรีอุสีทำไว้ดีครับทนทานปัญหาน้อย
<ATTRS> ▁ มาสวยเลิศ <CONT_START> themeเดียวกันแร้วว๊อยยย <START>,<ATTRS> ▁ มาสวยเลิศ <CONT_START> themeเดียวกันแร้วว๊อยยย <START> มาthemeเดียวกันแร้วว๊อยยยสวยเลิศ
<ATTRS> อร่อย <CONT_START> มีคนบอกว่าเค้าปรับปรุงขึ้นนะ <START>,<ATTRS> อร่อย <CONT_START> มีคนบอกว่าเค้าปรับปรุงขึ้นนะ <START> มีคนบอกว่าเค้าปรับปรุงอร่อยขึ้นนะ
<ATTRS> ▁สุดยอดมากๆๆ <CONT_START> ครับพี่ๆๆ <START>,<ATTRS> ▁สุดยอดมากๆๆ <CONT_START> ครับพี่ๆๆ <START> สุดยอดมากๆๆครับพี่ๆๆ
<ATTRS> สู้ๆๆ <CONT_START> เป็นหนึ่งในพนักงานในเบียร์ช้าง <START>,<ATTRS> สู้ๆๆ <CONT_START> เป็นหนึ่งในพนักงานในเบียร์ช้าง <START> สู้ๆๆเป็นหนึ่งในพนักงานในเบียร์ช้าง
<ATTRS> กําลังใจสู้ๆๆให้ ทุกท่าน ครับ <CONT_START> ครับเป็นกำลังใจ <START>,<ATTRS> กําลังใจสู้ๆๆให้ ทุกท่าน ครับ <CONT_START> ครับเป็นกำลังใจ <START> สู้ๆๆครับเป็นกำลังใจให้ทุกท่านครับ
<ATTRS> ค่ะ สู้ <CONT_START> เสียภาษีก้อยอมจ่ายให้สุดใจ <START>,<ATTRS> ค่ะ สู้ <CONT_START> เสียภาษีก้อยอมจ่ายให้สุดใจ <START> เสียภาษีก้อยอมจ่ายค่ะสู้ให้สุดใจ
<ATTRS> ชาบู เอ็ม เค <CONT_START> หมูกระทะจะเยียวยาทุกแห่ง <START>,<ATTRS> ชาบู เอ็ม เค <CONT_START> หมูกระทะจะเยียวยาทุกแห่ง <START> หมูกระทะชาบูเอ็มเคจะเยียวยาทุกแห่ง
<ATTRS> หมู วง ถูกกว่า <CONT_START> เชื่อวันอีก😱 <START>,<ATTRS> หมู วง ถูกกว่า <CONT_START> เชื่อวันอีก😱 <START> หมูวงถูกกว่าเชื่อวันอีก😱
<ATTRS> ไป hotกันเถอะ😆😋 <CONT_START> หืมpotที่เพชร <START>,<ATTRS> ไป hotกันเถอะ😆😋 <CONT_START> หืมpotที่เพชร <START> หืมไปhotpotที่เพชรกันเถอะ😆😋
<ATTRS> ▁อยากจะจัด <CONT_START> เครื่องดีแมคจริงเลย5 <START>,<ATTRS> ▁อยากจะจัด <CONT_START> เครื่องดีแมคจริงเลย5 <START> อยากจะจัดเครื่องดีแมคจริงเลย5
<ATTRS> ต้องไปจัด <CONT_START> โอ้ยไม่ไหวแล้วเย็นนี้ <START>,<ATTRS> ต้องไปจัด <CONT_START> โอ้ยไม่ไหวแล้วเย็นนี้ <START> โอ้ยไม่ไหวแล้วเย็นนี้ต้องไปจัด
<ATTRS> ดีจริง <CONT_START> hondaแมร่งไม่ล้มสักคัน <START>,<ATTRS> ดีจริง <CONT_START> hondaแมร่งไม่ล้มสักคัน <START> hondaแมร่งดีจริงไม่ล้มสักคัน
<ATTRS> ▁ขอบคุณพรรคนี้ น่า เลือกมากค่ะ <CONT_START> ค่ามา😳 <START>,<ATTRS> ▁ขอบคุณพรรคนี้ น่า เลือกมากค่ะ <CONT_START> ค่ามา😳 <START> ขอบคุณค่ามาพรรคนี้น่าเลือกมากค่ะ😳
<ATTRS> เริ่ด <CONT_START> คุณลุงแท็กซี่เปิดk-popก็อยู่ <START>,<ATTRS> เริ่ด <CONT_START> คุณลุงแท็กซี่เปิดk-popก็อยู่ <START> คุณลุงแท็กซี่เปิดk-popก็เริ่ดอยู่
<ATTRS> อยากกินอ่ะ ไป <CONT_START> เค้ากีดกันนะๆๆก่อนหมดโปร <START>,<ATTRS> อยากกินอ่ะ ไป <CONT_START> เค้ากีดกันนะๆๆก่อนหมดโปร <START> เค้าอยากกินอ่ะไปกีดกันนะๆๆก่อนหมดโปร
<ATTRS> เจ๋ง สุด <CONT_START> ช่วงใช้กระบะนาวาร่าดังสุด <START>,<ATTRS> เจ๋ง สุด <CONT_START> ช่วงใช้กระบะนาวาร่าดังสุด <START> ช่วงใช้กระบะนาวาร่าเจ๋งสุดดังสุด
<ATTRS> นาย เอาใจ เราไปเลย ใน <CONT_START> ธนาคารกสิกรเสือดำ <START>,<ATTRS> นาย เอาใจ เราไปเลย ใน <CONT_START> ธนาคารกสิกรเสือดำ <START> ธนาคารกสิกรนายเอาใจเราไปเลยในเสือดำ
<ATTRS> นัด วันหยุดไปเลย จะ <CONT_START> แล่29วันสุดท้าย <START>,<ATTRS> นัด วันหยุดไปเลย จะ <CONT_START> แล่29วันสุดท้าย <START> นัดวันหยุดแล่29ไปเลยจะวันสุดท้าย
<ATTRS> ไง ที่ ชอบกิน <CONT_START> นี่แพ็ตตี้เบียร์ช้างอ่ะ <START>,<ATTRS> ไง ที่ ชอบกิน <CONT_START> นี่แพ็ตตี้เบียร์ช้างอ่ะ <START> นี่แพ็ตตี้ไงที่ชอบกินเบียร์ช้างอ่ะ
<ATTRS> ▁ผม รัก <CONT_START> เม้นนี้ชัดเจนทราบแล้วเปลี่ยน <START>,<ATTRS> ▁ผม รัก <CONT_START> เม้นนี้ชัดเจนทราบแล้วเปลี่ยน <START> ผมรักเม้นนี้ชัดเจนทราบแล้วเปลี่ยน
<ATTRS> ▁พรุ่งนี้ไปกิน บ า บี <CONT_START> ก้อนก่อนเถอะออเจ้า <START>,<ATTRS> ▁พรุ่งนี้ไปกิน บ า บี <CONT_START> ก้อนก่อนเถอะออเจ้า <START> พรุ่งนี้ไปกินบาบีก้อนก่อนเถอะออเจ้า
<ATTRS> อยากกิน <CONT_START> ยังเหมือนเดิมไม่เปลี่ยนแปลง <START>,<ATTRS> อยากกิน <CONT_START> ยังเหมือนเดิมไม่เปลี่ยนแปลง <START> ยังอยากกินเหมือนเดิมไม่เปลี่ยนแปลง
<ATTRS> ไป ไป <CONT_START> รอทุกหนเลยตอนนี้อยากจะวาshowใน <START>,<ATTRS> ไป ไป <CONT_START> รอทุกหนเลยตอนนี้อยากจะวาshowใน <START> รอทุกหนเลยตอนนี้อยากจะวาไปไปshowใน
<ATTRS> ▁อยากป่ะ <CONT_START> เอื้อยออกซอย150ใน5 <START>,<ATTRS> ▁อยากป่ะ <CONT_START> เอื้อยออกซอย150ใน5 <START> อยากป่ะเอื้อยออกซอย150ใน5
<ATTRS> ▁อยากกิน <CONT_START> เซ็ทอาหารกลางวันกับน้ำนี่จัง <START>,<ATTRS> ▁อยากกิน <CONT_START> เซ็ทอาหารกลางวันกับน้ำนี่จัง <START> อยากกินเซ็ทอาหารกลางวันกับน้ำนี่จัง
